https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),29865,29865,682,682
Alagoas (AL),89644,89644,2187,2187
Amapá (AP),50382,50382,734,734
Amazonas (AM),152796,152796,4363,4363
Bahia (BA),337994,337994,7363,7363
Ceará (CE),266316,266289,9227,9218
Distrito Federal(DF),206265,206265,3575,3575
Espírito Santo (ES),146233,146233,3740,3740
Goiás (GO),240724,240165,5466,5444
Maranhão (MA),182020,182020,3949,3949
Mato Grosso (MT),137287,136579,3744,3690
Mato Grosso do Sul (MS),78360,77943,1518,1512
Minas Gerais (MG),338107,338107,8483,8483
Pará (PA),243118,242129,6690,6686
Paraíba (PB),129045,129045,3010,3010
Paraná (PR),201877,201877,4999,4999
Pernambuco (PE),156794,156794,8505,8505
Piauí (PI),107580,106908,2314,2304
Rio de Janeiro (RJ),292621,292621,19836,19836
Rio Grande do Norte (RN),79649,78704,2565,2553
Rio Grande do Sul (RS),225694,225694,5452,5452
Rondônia (RO),69332,69332,1429,1429
Roraima (RR),54676,54459,689,686
Santa Catarina (SC),237781,237781,2991,2991
São Paulo (SP),1068962,1068962,38246,38246
Sergipe (SE),82301,82301,2145,2145
Tocantins (TO),73314,73065,1063,1055
TOTAL,5278737,5273954,154965,154837
