https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),58884,58884,1037,1037
Alagoas (AL),133796,133796,3047,3047
Amapá (AP),84808,84808,1152,1152
Amazonas (AM),319872,319872,11172,11172
Bahia (BA),700768,700768,12251,12251
Ceará (CE),437923,437017,11554,11506
Distrito Federal(DF),302185,302185,4918,4918
Espírito Santo (ES),331328,331328,6499,6499
Goiás (GO),410024,407149,8831,8763
Maranhão (MA),221884,221884,5162,5162
Mato Grosso (MT),258460,256092,5941,5840
Mato Grosso do Sul (MS),185883,185112,3416,3393
Minas Gerais (MG),901535,901535,19032,19032
Pará (PA),371227,369880,8819,8757
Paraíba (PB),225672,225672,4612,4612
Paraná (PR),666509,666509,12088,12088
Pernambuco (PE),304732,304732,11090,11090
Piauí (PI),177307,176349,3425,3402
Rio de Janeiro (RJ),589694,589694,33466,33466
Rio Grande do Norte (RN),173249,170289,3735,3675
Rio Grande do Sul (RS),667449,667449,13021,13021
Rondônia (RO),154111,154111,2991,2991
Roraima (RR),83452,83097,1160,1143
Santa Catarina (SC),694274,694274,7709,7709
São Paulo (SP),2080852,2080852,60694,60694
Sergipe (SE),153482,153482,2993,2993
Tocantins (TO),117728,116912,1565,1557
TOTAL,10807088,10793732,261380,260970
