https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),27874,27874,657,657
Alagoas (AL),86294,86294,2057,2057
Amapá (AP),47795,47795,702,702
Amazonas (AM),136416,136416,4027,4027
Bahia (BA),306036,306036,6599,6599
Ceará (CE),239062,238935,8921,8919
Distrito Federal(DF),189513,189513,3188,3188
Espírito Santo (ES),129192,129192,3504,3504
Goiás (GO),200144,199784,4522,4505
Maranhão (MA),171755,171755,3724,3724
Mato Grosso (MT),120641,120030,3400,3350
Mato Grosso do Sul (MS),68325,68092,1278,1263
Minas Gerais (MG),288619,288619,7228,7228
Pará (PA),228068,227756,6551,6546
Paraíba (PB),119783,119783,2797,2797
Paraná (PR),175143,175143,4358,4358
Pernambuco (PE),145016,145016,8174,8174
Piauí (PI),94733,94540,2101,2095
Rio de Janeiro (RJ),261860,261860,18278,18278
Rio Grande do Norte (RN),69015,68627,2385,2377
Rio Grande do Sul (RS),185516,185516,4627,4627
Rondônia (RO),65208,65208,1336,1336
Roraima (RR),49968,49911,637,637
Santa Catarina (SC),212584,212584,2747,2747
São Paulo (SP),972237,972237,35108,35108
Sergipe (SE),77083,77083,2019,2019
Tocantins (TO),66865,66710,922,919
TOTAL,4734745,4732309,141847,141741
