https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),34435,34435,713,713
Alagoas (AL),93359,93359,2314,2314
Amapá (AP),56236,56236,789,789
Amazonas (AM),173346,173346,4771,4771
Bahia (BA),383945,383945,8081,8081
Ceará (CE),291312,290959,9487,9487
Distrito Federal(DF),223378,223378,3862,3862
Espírito Santo (ES),177486,177486,4114,4114
Goiás (GO),273234,273066,6244,6224
Maranhão (MA),191127,191127,4224,4224
Mato Grosso (MT),154839,154042,4082,4026
Mato Grosso do Sul (MS),92467,91682,1722,1718
Minas Gerais (MG),395534,395534,9732,9732
Pará (PA),266008,265562,6865,6861
Paraíba (PB),142265,142265,3244,3244
Paraná (PR),254487,254487,5846,5846
Pernambuco (PE),175258,175258,8920,8920
Piauí (PI),122744,122518,2579,2574
Rio de Janeiro (RJ),337277,337277,21971,21971
Rio Grande do Norte (RN),86164,85778,2668,2658
Rio Grande do Sul (RS),296904,296904,6487,6487
Rondônia (RO),77064,77064,1516,1516
Roraima (RR),61838,61744,720,720
Santa Catarina (SC),323390,323390,3459,3459
São Paulo (SP),1205435,1205435,41256,41256
Sergipe (SE),87089,87089,2274,2274
Tocantins (TO),79514,79420,1148,1148
TOTAL,6056135,6052786,169088,168989
