https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),26176,26176,640,640
Alagoas (AL),82332,82332,1985,1985
Amapá (AP),45955,45955,680,680
Amazonas (AM),127407,127407,3898,3898
Bahia (BA),283235,283235,5999,5999
Ceará (CE),227999,227799,8698,8698
Distrito Federal(DF),177921,177921,2930,2930
Espírito Santo (ES),120252,120251,3359,3359
Goiás (GO),168026,165436,3877,3810
Maranhão (MA),162998,162998,3590,3590
Mato Grosso (MT),106895,106077,3157,3107
Mato Grosso do Sul (MS),59408,59408,1085,1085
Minas Gerais (MG),253997,253997,6286,6286
Pará (PA),216318,214806,6387,6368
Paraíba (PB),113163,113163,2639,2639
Paraná (PR),154820,154820,3853,3853
Pernambuco (PE),136853,136853,7888,7888
Piauí (PI),87213,86538,1988,1973
Rio de Janeiro (RJ),242811,242810,17003,17003
Rio Grande do Norte (RN),65584,65360,2325,2317
Rio Grande do Sul (RS),157907,157907,4080,4080
Rondônia (RO),60746,60746,1253,1253
Roraima (RR),46545,46545,610,610
Santa Catarina (SC),198640,198640,2543,2543
São Paulo (SP),893349,893349,32642,32642
Sergipe (SE),75046,75046,1956,1956
Tocantins (TO),60035,60035,814,814
TOTAL,4351631,4345610,132165,132006
