https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),41355,41355,793,793
Alagoas (AL),104499,104499,2482,2482
Amapá (AP),67702,67702,919,919
Amazonas (AM),199570,199570,5258,5258
Bahia (BA),490538,490538,9100,9100
Ceará (CE),332907,332462,9986,9984
Distrito Federal(DF),251135,251135,4248,4248
Espírito Santo (ES),246927,246783,5066,5061
Goiás (GO),308840,308202,6805,6805
Maranhão (MA),200749,200749,4495,4495
Mato Grosso (MT),179710,178768,4506,4443
Mato Grosso do Sul (MS),133761,132431,2329,2300
Minas Gerais (MG),536044,536044,11784,11784
Pará (PA),293540,292712,7188,7169
Paraíba (PB),165426,165426,3660,3660
Paraná (PR),412627,412627,7886,7886
Pernambuco (PE),220284,220284,9632,9612
Piauí (PI),142672,141951,2837,2827
Rio de Janeiro (RJ),428373,428373,25303,25303
Rio Grande do Norte (RN),118728,116904,3007,2984
Rio Grande do Sul (RS),444212,444212,8793,8793
Rondônia (RO),95035,95035,1805,1805
Roraima (RR),68689,68509,781,773
Santa Catarina (SC),489069,489069,5206,5206
São Paulo (SP),1452078,1452078,46477,46477
Sergipe (SE),111735,111735,2476,2476
Tocantins (TO),90358,90047,1234,1232
TOTAL,7626563,7619200,194056,193875
