https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),38938,38938,756,756
Alagoas (AL),100011,100011,2389,2389
Amapá (AP),64303,64303,861,861
Amazonas (AM),188918,188918,5036,5036
Bahia (BA),456106,456106,8691,8691
Ceará (CE),320685,320385,9875,9857
Distrito Federal(DF),241400,241400,4107,4107
Espírito Santo (ES),220927,220540,4663,4661
Goiás (GO),298211,296836,6631,6586
Maranhão (MA),198147,198147,4401,4401
Mato Grosso (MT),169705,168826,4291,4234
Mato Grosso do Sul (MS),118003,116612,1993,1978
Minas Gerais (MG),477697,477697,10855,10855
Pará (PA),283839,282719,7035,7018
Paraíba (PB),156122,156122,3487,3487
Paraná (PR),359892,359892,7117,7117
Pernambuco (PE),201851,201851,9339,9339
Piauí (PI),136423,135769,2749,2743
Rio de Janeiro (RJ),395386,395386,24109,24109
Rio Grande do Norte (RN),106920,106095,2853,2828
Rio Grande do Sul (RS),388704,388704,7862,7862
Rondônia (RO),87397,87397,1668,1668
Roraima (RR),66977,66574,766,764
Santa Catarina (SC),442624,442624,4517,4517
São Paulo (SP),1341428,1341428,44282,44282
Sergipe (SE),101148,101148,2381,2381
Tocantins (TO),86585,86180,1210,1208
TOTAL,7048347,7040608,183924,183735
