https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),22242,22242,574,574
Alagoas (AL),70629,70629,1721,1721
Amapá (AP),39015,39015,609,609
Amazonas (AM),109802,109802,3435,3435
Bahia (BA),206955,206955,4202,4202
Ceará (CE),195298,194081,8113,8088
Distrito Federal(DF),131170,131170,1905,1905
Espírito Santo (ES),96949,96949,2823,2823
Goiás (GO),98422,96749,2238,2213
Maranhão (MA),134193,134193,3228,3228
Mato Grosso (MT),70708,70658,2302,2245
Mato Grosso do Sul (MS),35434,34559,591,570
Minas Gerais (MG),164915,164915,3846,3846
Pará (PA),175608,173625,5924,5917
Paraíba (PB),93794,93794,2092,2092
Paraná (PR),99667,99667,2576,2576
Pernambuco (PE),108842,108842,7084,7084
Piauí (PI),64595,63662,1581,1566
Rio de Janeiro (RJ),188085,188085,14412,14412
Rio Grande do Norte (RN),58072,57072,2047,2036
Rio Grande do Sul (RS),92560,92560,2584,2584
Rondônia (RO),46676,46676,993,993
Roraima (RR),38897,38270,565,561
Santa Catarina (SC),115032,115032,1696,1696
São Paulo (SP),674455,674455,26324,26324
Sergipe (SE),66810,66810,1670,1670
Tocantins (TO),35403,34409,500,493
TOTAL,3234228,3224876,105635,105463
