https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),49944,49944,882,882
Alagoas (AL),119458,119458,2780,2780
Amapá (AP),78213,78213,1070,1070
Amazonas (AM),276551,276551,8716,8716
Bahia (BA),599435,599435,10255,10255
Ceará (CE),379553,378198,10577,10556
Distrito Federal(DF),279402,279402,4591,4591
Espírito Santo (ES),299224,299076,5952,5949
Goiás (GO),358350,357315,7653,7633
Maranhão (MA),209085,209085,4742,4742
Mato Grosso (MT),223054,221497,5237,5152
Mato Grosso do Sul (MS),163692,163692,2972,2972
Minas Gerais (MG),756971,756971,15499,15499
Pará (PA),336453,334704,7717,7695
Paraíba (PB),195482,195482,4110,4110
Paraná (PR),562057,562057,10248,10248
Pernambuco (PE),266999,266999,10430,10430
Piauí (PI),161336,160948,3112,3092
Rio de Janeiro (RJ),532377,532377,30354,30354
Rio Grande do Norte (RN),143466,142465,3339,3320
Rio Grande do Sul (RS),557125,557125,10881,10881
Rondônia (RO),128743,128743,2314,2314
Roraima (RR),75288,74960,886,880
Santa Catarina (SC),587428,587428,6466,6466
São Paulo (SP),1820941,1820941,53997,53997
Sergipe (SE),139611,139611,2809,2809
Tocantins (TO),103616,103616,1402,1402
TOTAL,9403854,9396293,228991,228795
