https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),14487,14487,391,391
Alagoas (AL),39255,39255,1134,1134
Amapá (AP),29809,29809,441,441
Amazonas (AM),75945,75945,2918,2918
Bahia (BA),85485,85485,2050,2050
Ceará (CE),121464,120952,6441,6411
Distrito Federal(DF),55760,55760,671,671
Espírito Santo (ES),52824,52823,1781,1781
Goiás (GO),28526,28494,621,611
Maranhão (MA),89057,89057,2185,2185
Mato Grosso (MT),20333,20098,786,755
Mato Grosso do Sul (MS),10089,9910,117,114
Minas Gerais (MG),55958,55958,1183,1183
Pará (PA),113811,112531,5096,5069
Paraíba (PB),52311,52306,1082,1082
Paraná (PR),30570,30570,763,763
Pernambuco (PE),63457,63457,5116,5116
Piauí (PI),26079,25561,784,762
Rio de Janeiro (RJ),120440,120440,10624,10624
Rio Grande do Norte (RN),34645,34257,1213,1200
Rio Grande do Sul (RS),31619,31619,715,715
Rondônia (RO),22957,22957,548,548
Roraima (RR),18922,18769,368,364
Santa Catarina (SC),31931,31931,383,383
São Paulo (SP),312530,312530,15996,15996
Sergipe (SE),29761,29761,783,783
Tocantins (TO),12476,12282,220,215
TOTAL,1580501,1577004,64410,64265
