https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),30028,30028,685,685
Alagoas (AL),89847,89847,2196,2196
Amapá (AP),50822,50822,738,738
Amazonas (AM),155230,155230,4396,4396
Bahia (BA),340665,340665,7407,7407
Ceará (CE),268345,268274,9243,9243
Distrito Federal(DF),207670,207670,3600,3600
Espírito Santo (ES),148055,147898,3767,3759
Goiás (GO),244712,243243,5527,5491
Maranhão (MA),182944,182944,3968,3968
Mato Grosso (MT),138888,138178,3766,3711
Mato Grosso do Sul (MS),78710,78710,1524,1524
Minas Gerais (MG),343159,343159,8621,8621
Pará (PA),245278,244229,6704,6697
Paraíba (PB),129731,129731,3029,3029
Paraná (PR),204326,204326,5047,5047
Pernambuco (PE),157777,157777,8527,8527
Piauí (PI),109051,108346,2327,2322
Rio de Janeiro (RJ),295021,295021,20021,20021
Rio Grande do Norte (RN),79704,79371,2567,2558
Rio Grande do Sul (RS),228762,228762,5518,5518
Rondônia (RO),69806,69806,1430,1430
Roraima (RR),54905,54905,690,690
Santa Catarina (SC),241044,241044,3011,3011
São Paulo (SP),1076939,1076939,38482,38482
Sergipe (SE),83139,83139,2157,2157
Tocantins (TO),73566,73566,1072,1072
TOTAL,5328124,5323630,156020,155900
