https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),33976,33976,710,710
Alagoas (AL),93123,93123,2308,2308
Amapá (AP),55885,55885,785,785
Amazonas (AM),172118,172118,4741,4741
Bahia (BA),380294,380294,8038,8038
Ceará (CE),289550,289314,9473,9467
Distrito Federal(DF),222282,222282,3852,3852
Espírito Santo (ES),175300,175172,4082,4080
Goiás (GO),272094,271258,6201,6159
Maranhão (MA),190641,190641,4210,4210
Mato Grosso (MT),154438,153554,4073,4016
Mato Grosso do Sul (MS),90765,90229,1713,1705
Minas Gerais (MG),390337,390337,9648,9648
Pará (PA),264810,263935,6855,6851
Paraíba (PB),140982,140982,3232,3232
Paraná (PR),248853,248853,5827,5827
Pernambuco (PE),173624,173624,8890,8890
Piauí (PI),122007,121428,2568,2556
Rio de Janeiro (RJ),334514,334514,21806,21806
Rio Grande do Norte (RN),85244,84530,2667,2651
Rio Grande do Sul (RS),289923,289923,6410,6410
Rondônia (RO),76377,76377,1513,1513
Roraima (RR),61553,61245,720,711
Santa Catarina (SC),311393,311393,3405,3405
São Paulo (SP),1191290,1191290,41074,41074
Sergipe (SE),86612,86612,2270,2270
Tocantins (TO),79158,78878,1147,1146
TOTAL,5987143,5981767,168218,168061
