https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),29017,29017,674,674
Alagoas (AL),88653,88653,2126,2126
Amapá (AP),49215,49215,725,725
Amazonas (AM),146233,146233,4223,4222
Bahia (BA),323210,323210,7075,7075
Ceará (CE),258742,258479,9129,9126
Distrito Federal(DF),198807,198807,3398,3398
Espírito Santo (ES),138099,138099,3640,3640
Goiás (GO),228426,227349,5160,5138
Maranhão (MA),178192,178192,3849,3849
Mato Grosso (MT),131548,130860,3602,3549
Mato Grosso do Sul (MS),74567,74092,1425,1409
Minas Gerais (MG),318090,318090,7992,7992
Pará (PA),237925,237478,6645,6636
Paraíba (PB),125285,125285,2904,2904
Paraná (PR),189603,189603,4736,4736
Pernambuco (PE),152414,152414,8397,8397
Piauí (PI),101951,101123,2206,2197
Rio de Janeiro (RJ),282080,282080,19222,19222
Rio Grande do Norte (RN),72900,72450,2425,2416
Rio Grande do Sul (RS),211773,211773,5100,5100
Rondônia (RO),67479,67479,1392,1392
Roraima (RR),52440,52131,670,670
Santa Catarina (SC),225637,225637,2893,2893
São Paulo (SP),1028190,1028190,37068,37068
Sergipe (SE),79245,79245,2083,2083
Tocantins (TO),71048,70704,1009,1002
TOTAL,5060769,5055888,149768,149639
