https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),52548,52548,910,910
Alagoas (AL),122999,122999,2848,2848
Amapá (AP),80191,80191,1098,1098
Amazonas (AM),292494,292494,9753,9753
Bahia (BA),623678,623678,10610,10610
Ceará (CE),390857,390857,10741,10741
Distrito Federal(DF),283706,283706,4671,4671
Espírito Santo (ES),309399,309294,6116,6116
Goiás (GO),370773,369652,7955,7911
Maranhão (MA),212203,212203,4831,4831
Mato Grosso (MT),231844,230522,5424,5336
Mato Grosso do Sul (MS),170126,169308,3115,3100
Minas Gerais (MG),798711,798711,16595,16595
Pará (PA),347500,346146,7984,7924
Paraíba (PB),203113,203113,4213,4213
Paraná (PR),583786,583786,10661,10661
Pernambuco (PE),277832,277832,10621,10621
Piauí (PI),165319,164858,3175,3166
Rio de Janeiro (RJ),551882,551882,31283,31283
Rio Grande do Norte (RN),149285,148199,3412,3392
Rio Grande do Sul (RS),580518,580518,11300,11300
Rondônia (RO),135535,135535,2482,2482
Roraima (RR),77201,76973,976,962
Santa Catarina (SC),608544,608544,6686,6686
São Paulo (SP),1901574,1901574,55971,55971
Sergipe (SE),143837,143837,2861,2861
Tocantins (TO),106974,106495,1451,1447
TOTAL,9772429,9765455,237743,237489
