https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),29765,29765,679,679
Alagoas (AL),89528,89528,2182,2182
Amapá (AP),50263,50263,734,734
Amazonas (AM),151858,151858,4350,4350
Bahia (BA),336232,336232,7342,7342
Ceará (CE),265875,265583,9217,9211
Distrito Federal(DF),205709,205709,3561,3561
Espírito Santo (ES),145415,145414,3728,3728
Goiás (GO),239808,239447,5432,5401
Maranhão (MA),181545,181545,3939,3939
Mato Grosso (MT),136504,135799,3732,3678
Mato Grosso do Sul (MS),77943,77490,1512,1497
Minas Gerais (MG),336648,336648,8453,8453
Pará (PA),242129,241262,6686,6682
Paraíba (PB),128549,128549,3001,3001
Paraná (PR),200664,200664,4937,4937
Pernambuco (PE),156130,156130,8490,8490
Piauí (PI),106908,106394,2304,2295
Rio de Janeiro (RJ),291413,291413,19770,19770
Rio Grande do Norte (RN),79025,78548,2562,2552
Rio Grande do Sul (RS),224020,224020,5388,5388
Rondônia (RO),69213,69213,1427,1427
Roraima (RR),54459,54226,686,681
Santa Catarina (SC),236224,236224,2976,2976
São Paulo (SP),1064039,1064039,38035,38035
Sergipe (SE),82040,82040,2139,2139
Tocantins (TO),73065,72724,1055,1048
TOTAL,5254971,5250727,154317,154176
