https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),16865,16865,447,447
Alagoas (AL),48734,48734,1348,1348
Amapá (AP),33004,33004,493,493
Amazonas (AM),88025,88025,3095,3095
Bahia (BA),116373,116373,2693,2693
Ceará (CE),144058,144000,7139,7127
Distrito Federal(DF),77621,77621,1037,1037
Espírito Santo (ES),68118,68118,2136,2136
Goiás (GO),40544,40201,1018,986
Maranhão (MA),104126,104126,2608,2608
Mato Grosso (MT),31717,31111,1235,1207
Mato Grosso do Sul (MS),15330,15330,191,191
Minas Gerais (MG),84470,84470,1834,1834
Pará (PA),135164,133039,5448,5385
Paraíba (PB),65428,65423,1418,1418
Paraná (PR),49405,49405,1246,1246
Pernambuco (PE),76091,76091,5836,5836
Piauí (PI),37057,36542,1065,1043
Rio de Janeiro (RJ),134573,134573,11849,11849
Rio Grande do Norte (RN),40978,40978,1501,1501
Rio Grande do Sul (RS),45344,45344,1141,1141
Rondônia (RO),28654,28654,677,677
Roraima (RR),25007,24397,425,415
Santa Catarina (SC),49781,49781,588,588
São Paulo (SP),402048,402048,19038,19038
Sergipe (SE),41226,41226,1071,1071
Tocantins (TO),16672,16672,278,278
TOTAL,2016413,2012151,76855,76688
