https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),16965,16965,452,452
Alagoas (AL),49253,49253,1365,1365
Amapá (AP),33436,33436,499,499
Amazonas (AM),88822,88822,3118,3118
Bahia (BA),118657,118657,2738,2738
Ceará (CE),146064,145938,7166,7165
Distrito Federal(DF),79400,79400,1060,1060
Espírito Santo (ES),69463,69461,2174,2174
Goiás (GO),40802,40681,1079,1029
Maranhão (MA),105183,105183,2640,2640
Mato Grosso (MT),32971,32971,1268,1268
Mato Grosso do Sul (MS),16006,15805,216,203
Minas Gerais (MG),87271,87271,1904,1904
Pará (PA),136947,135164,5478,5448
Paraíba (PB),66352,66347,1446,1446
Paraná (PR),51321,51321,1292,1292
Pernambuco (PE),77423,77423,5869,5869
Piauí (PI),38568,37057,1083,1065
Rio de Janeiro (RJ),135230,135230,11919,11919
Rio Grande do Norte (RN),46710,46710,1174,1166
Rio Grande do Sul (RS),43432,41303,1572,1526
Rondônia (RO),29117,29117,686,686
Roraima (RR),25373,25007,429,425
Santa Catarina (SC),51549,51549,646,646
São Paulo (SP),407415,407415,19377,19377
Sergipe (SE),41888,41888,1088,1088
Tocantins (TO),17209,16954,288,283
TOTAL,2052827,2046328,78026,77851
