https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),19366,19366,510,510
Alagoas (AL),58124,58124,1540,1540
Amapá (AP),35973,35973,559,559
Amazonas (AM),99093,99093,3246,3246
Bahia (BA),157334,157334,3321,3321
Ceará (CE),169138,169072,7648,7643
Distrito Federal(DF),102342,102342,1419,1419
Espírito Santo (ES),80647,80569,2490,2486
Goiás (GO),64261,63658,1554,1554
Maranhão (MA),117694,117694,2978,2978
Mato Grosso (MT),48854,48317,1752,1702
Mato Grosso do Sul (MS),23411,23411,342,342
Minas Gerais (MG),119394,119394,2608,2608
Pará (PA),153360,151849,5699,5694
Paraíba (PB),79898,79898,1766,1766
Paraná (PR),70920,70920,1814,1814
Pernambuco (PE),91536,91536,6484,6484
Piauí (PI),50206,48962,1304,1292
Rio de Janeiro (RJ),161647,161647,13198,13198
Rio Grande do Norte (RN),49194,49051,1741,1735
Rio Grande do Sul (RS),64496,64496,1750,1750
Rondônia (RO),37634,37634,855,855
Roraima (RR),31455,30996,501,493
Santa Catarina (SC),77001,77001,1002,1002
São Paulo (SP),514197,514197,22389,22389
Sergipe (SE),56214,56214,1390,1390
Tocantins (TO),23517,23517,364,364
TOTAL,2556906,2552265,90224,90134
