https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),48347,48347,864,864
Alagoas (AL),117287,117287,2737,2737
Amapá (AP),76884,76884,1059,1059
Amazonas (AM),265994,265994,8018,8018
Bahia (BA),585958,585958,10059,10059
Ceará (CE),370300,370300,10465,10465
Distrito Federal(DF),276572,276572,4545,4545
Espírito Santo (ES),293030,293030,5841,5841
Goiás (GO),350440,350349,7487,7487
Maranhão (MA),207415,207415,4688,4688
Mato Grosso (MT),216605,215392,5115,5036
Mato Grosso do Sul (MS),161021,160623,2909,2898
Minas Gerais (MG),729968,729968,14939,14939
Pará (PA),329306,328800,7636,7618
Paraíba (PB),190480,190480,4048,4048
Paraná (PR),547430,547430,10013,10013
Pernambuco (PE),260679,260679,10332,10332
Piauí (PI),159023,158584,3058,3051
Rio de Janeiro (RJ),520730,520730,29789,29789
Rio Grande do Norte (RN),140716,140032,3296,3282
Rio Grande do Sul (RS),546708,546708,10663,10663
Rondônia (RO),123957,123957,2229,2229
Roraima (RR),74115,73909,856,856
Santa Catarina (SC),575616,575616,6325,6325
São Paulo (SP),1773024,1773024,52954,52954
Sergipe (SE),136799,136799,2773,2773
Tocantins (TO),102217,102108,1382,1376
TOTAL,9180621,9176975,224080,223945
