https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),28662,28662,667,667
Alagoas (AL),87928,87928,2091,2091
Amapá (AP),48602,48602,715,715
Amazonas (AM),142137,142137,4169,4169
Bahia (BA),314711,314711,6890,6890
Ceará (CE),242820,242669,9051,9050
Distrito Federal(DF),194783,194783,3309,3309
Espírito Santo (ES),133744,133744,3572,3572
Goiás (GO),215938,215938,4832,4832
Maranhão (MA),175218,175218,3787,3787
Mato Grosso (MT),126662,125732,3517,3450
Mato Grosso do Sul (MS),71723,71476,1351,1335
Minas Gerais (MG),305527,305527,7569,7569
Pará (PA),234033,233802,6600,6593
Paraíba (PB),122681,122681,2846,2846
Paraná (PR),183715,183715,4574,4574
Pernambuco (PE),149349,149349,8318,8318
Piauí (PI),98344,98108,2149,2144
Rio de Janeiro (RJ),271575,271575,18749,18749
Rio Grande do Norte (RN),70808,70553,2410,2402
Rio Grande do Sul (RS),202587,202587,4898,4898
Rondônia (RO),66576,66576,1371,1371
Roraima (RR),51368,51298,661,661
Santa Catarina (SC),218633,218633,2842,2842
São Paulo (SP),1003429,1003429,36136,36136
Sergipe (SE),78002,78002,2051,2051
Tocantins (TO),69419,69398,968,966
TOTAL,4908974,4906833,146093,145987
