https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),57337,57337,996,996
Alagoas (AL),131069,131066,2992,2989
Amapá (AP),83505,83505,1139,1139
Amazonas (AM),315599,315599,10831,10831
Bahia (BA),680904,680904,11729,11729
Ceará (CE),424599,422782,11280,11259
Distrito Federal(DF),295615,295615,4831,4831
Espírito Santo (ES),325315,325190,6397,6396
Goiás (GO),395714,395572,8517,8510
Maranhão (MA),219233,219233,5032,5032
Mato Grosso (MT),250526,248943,5786,5687
Mato Grosso do Sul (MS),181528,180986,3319,3306
Minas Gerais (MG),874884,874884,18431,18431
Pará (PA),364643,363916,8591,8577
Paraíba (PB),219723,219723,4471,4471
Paraná (PR),643344,643344,11635,11635
Pernambuco (PE),298859,298859,10974,10974
Piauí (PI),173691,173290,3335,3326
Rio de Janeiro (RJ),582164,582164,33035,33035
Rio Grande do Norte (RN),166895,165344,3587,3578
Rio Grande do Sul (RS),638996,638996,12343,12343
Rondônia (RO),147999,147999,2832,2832
Roraima (RR),82049,81776,1100,1100
Santa Catarina (SC),668811,668811,7314,7314
São Paulo (SP),2037267,2037267,59428,59428
Sergipe (SE),150533,150533,2955,2955
Tocantins (TO),113924,113594,1526,1517
TOTAL,10524726,10517232,254406,254221
