https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),26148,26148,637,637
Alagoas (AL),82028,82028,1972,1972
Amapá (AP),45789,45789,678,678
Amazonas (AM),126939,126939,3888,3888
Bahia (BA),281665,281665,5912,5912
Ceará (CE),227075,227075,8685,8685
Distrito Federal(DF),175646,175646,2883,2883
Espírito Santo (ES),119354,119354,3338,3338
Goiás (GO),162935,162554,3793,3783
Maranhão (MA),162476,162476,3569,3569
Mato Grosso (MT),105202,104671,3111,3063
Mato Grosso do Sul (MS),58671,58671,1055,1055
Minas Gerais (MG),250190,250190,6200,6200
Pará (PA),214376,213655,6344,6307
Paraíba (PB),112706,112706,2616,2616
Paraná (PR),152913,152913,3801,3801
Pernambuco (PE),136413,136413,7852,7852
Piauí (PI),86396,86085,1967,1958
Rio de Janeiro (RJ),240776,240776,16985,16985
Rio Grande do Norte (RN),65266,65045,2321,2313
Rio Grande do Sul (RS),156264,156264,4039,4039
Rondônia (RO),60362,60362,1240,1240
Roraima (RR),46478,46348,610,610
Santa Catarina (SC),197064,197064,2515,2515
São Paulo (SP),890690,890690,32567,32567
Sergipe (SE),74765,74765,1945,1945
Tocantins (TO),59395,59395,799,799
TOTAL,4317982,4315687,131322,131210
