https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),48820,48820,873,873
Alagoas (AL),118220,118220,2754,2754
Amapá (AP),77404,77404,1064,1064
Amazonas (AM),268717,268717,8266,8266
Bahia (BA),589234,589234,10136,10136
Ceará (CE),375024,374856,10486,10477
Distrito Federal(DF),277907,277907,4564,4564
Espírito Santo (ES),295359,295183,5888,5888
Goiás (GO),352399,351348,7499,7489
Maranhão (MA),207649,207649,4708,4708
Mato Grosso (MT),218023,216797,5154,5074
Mato Grosso do Sul (MS),162220,161371,2937,2921
Minas Gerais (MG),736265,736265,15094,15094
Pará (PA),331163,329486,7669,7655
Paraíba (PB),192598,192598,4068,4068
Paraná (PR),551985,551985,10048,10048
Pernambuco (PE),261745,261745,10364,10364
Piauí (PI),159741,159290,3072,3065
Rio de Janeiro (RJ),522998,522998,29848,29848
Rio Grande do Norte (RN),142250,140704,3318,3288
Rio Grande do Sul (RS),548062,548062,10715,10715
Rondônia (RO),125612,125612,2259,2259
Roraima (RR),74367,74264,857,856
Santa Catarina (SC),578550,578550,6363,6363
São Paulo (SP),1779722,1779722,53090,53090
Sergipe (SE),138187,138187,2786,2786
Tocantins (TO),102790,102348,1391,1386
TOTAL,9237011,9229322,225271,225099
