https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),50546,50546,888,888
Alagoas (AL),120694,120694,2805,2805
Amapá (AP),78799,78799,1079,1079
Amazonas (AM),282739,282739,9003,9003
Bahia (BA),607946,607946,10373,10373
Ceará (CE),382597,382597,10612,10612
Distrito Federal(DF),281002,281002,4618,4618
Espírito Santo (ES),302854,302841,5995,5995
Goiás (GO),360873,360776,7708,7707
Maranhão (MA),209778,209778,4775,4775
Mato Grosso (MT),225458,224185,5308,5223
Mato Grosso do Sul (MS),165903,165553,3024,3012
Minas Gerais (MG),774111,774111,15930,15930
Pará (PA),339273,338670,7824,7807
Paraíba (PB),198124,198124,4146,4146
Paraná (PR),569911,569911,10388,10388
Pernambuco (PE),270801,270801,10494,10494
Piauí (PI),162637,162405,3131,3127
Rio de Janeiro (RJ),537986,537986,30597,30597
Rio Grande do Norte (RN),146291,144780,3359,3334
Rio Grande do Sul (RS),564216,564216,10995,10995
Rondônia (RO),131172,131172,2346,2346
Roraima (RR),75820,75712,896,896
Santa Catarina (SC),594747,594747,6524,6524
São Paulo (SP),1849334,1849334,54614,54614
Sergipe (SE),140623,140623,2827,2827
Tocantins (TO),104737,104592,1425,1419
TOTAL,9528972,9524640,231684,231534
