https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),25408,25408,624,624
Alagoas (AL),80462,80462,1924,1924
Amapá (AP),44682,44682,671,671
Amazonas (AM),123726,123726,3841,3841
Bahia (BA),270177,270177,5627,5627
Ceará (CE),222179,222179,8565,8565
Distrito Federal(DF),168605,168605,2700,2700
Espírito Santo (ES),115172,115172,3242,3242
Goiás (GO),147485,147357,3450,3450
Maranhão (MA),157844,157844,3499,3499
Mato Grosso (MT),98188,97636,2940,2893
Mato Grosso do Sul (MS),53491,53328,966,953
Minas Gerais (MG),231878,231878,5708,5708
Pará (PA),207638,206864,6249,6240
Paraíba (PB),109530,109530,2529,2529
Paraná (PR),141648,141648,3537,3537
Pernambuco (PE),131961,131961,7670,7670
Piauí (PI),82006,81626,1893,1884
Rio de Janeiro (RJ),232747,232747,16526,16526
Rio Grande do Norte (RN),63912,63693,2293,2285
Rio Grande do Sul (RS),143485,143485,3714,3714
Rondônia (RO),57865,57865,1180,1180
Roraima (RR),45137,44975,598,598
Santa Catarina (SC),188361,188361,2400,2400
São Paulo (SP),853085,853085,31313,31313
Sergipe (SE),73631,73631,1885,1885
Tocantins (TO),55513,55075,748,745
TOTAL,4125816,4123000,126292,126203
