https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),40900,40900,785,785
Alagoas (AL),103551,103551,2461,2461
Amapá (AP),66724,66724,901,901
Amazonas (AM),196436,196436,5190,5190
Bahia (BA),483737,483737,9011,9011
Ceará (CE),327982,327865,9952,9952
Distrito Federal(DF),248543,248543,4201,4201
Espírito Santo (ES),239036,239032,4941,4940
Goiás (GO),304505,304462,6753,6752
Maranhão (MA),200127,200127,4473,4473
Mato Grosso (MT),176545,175616,4457,4397
Mato Grosso do Sul (MS),129261,129261,2229,2229
Minas Gerais (MG),523548,523548,11592,11592
Pará (PA),290821,290326,7142,7130
Paraíba (PB),163415,163415,3619,3619
Paraná (PR),401860,401860,7682,7682
Pernambuco (PE),215552,215552,9571,9571
Piauí (PI),140749,140496,2815,2814
Rio de Janeiro (RJ),421069,421069,24918,24918
Rio Grande do Norte (RN),114822,114768,2937,2928
Rio Grande do Sul (RS),431603,431603,8492,8492
Rondônia (RO),92775,92775,1747,1747
Roraima (RR),68295,68264,773,773
Santa Catarina (SC),479947,479947,5039,5039
São Paulo (SP),1426176,1426176,45863,45863
Sergipe (SE),108943,108943,2454,2454
Tocantins (TO),89289,89289,1225,1225
TOTAL,7486211,7484285,191223,191139
