https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),46539,46539,854,854
Alagoas (AL),114836,114836,2692,2692
Amapá (AP),75400,75400,1032,1032
Amazonas (AM),250935,250935,7232,7232
Bahia (BA),566743,566743,9886,9886
Ceará (CE),365640,363967,10363,10332
Distrito Federal(DF),271319,271319,4490,4490
Espírito Santo (ES),287205,287096,5716,5707
Goiás (GO),341074,339469,7295,7295
Maranhão (MA),205621,205621,4653,4653
Mato Grosso (MT),209004,207851,4993,4919
Mato Grosso do Sul (MS),156711,156711,2819,2819
Minas Gerais (MG),693550,693550,14305,14305
Pará (PA),320894,319545,7544,7530
Paraíba (PB),184907,184907,3991,3991
Paraná (PR),525860,525860,9507,9507
Pernambuco (PE),251291,251291,10200,10200
Piauí (PI),156149,155723,3020,3012
Rio de Janeiro (RJ),501436,501436,28856,28856
Rio Grande do Norte (RN),137024,136131,3257,3240
Rio Grande do Sul (RS),528950,528950,10360,10360
Rondônia (RO),118097,118097,2128,2128
Roraima (RR),72656,72462,835,821
Santa Catarina (SC),561382,561382,6163,6163
São Paulo (SP),1702294,1702294,51556,51556
Sergipe (SE),133655,133655,2736,2736
Tocantins (TO),99623,99623,1348,1348
TOTAL,8878795,8871393,217831,217664
