https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),9295,9295,254,254
Alagoas (AL),20031,20031,701,701
Amapá (AP),15683,15683,312,312
Amazonas (AM),55111,55111,2429,2429
Bahia (BA),34665,34665,1039,1039
Ceará (CE),75784,75705,4812,4788
Distrito Federal(DF),21396,21396,282,282
Espírito Santo (ES),25502,25257,999,986
Goiás (GO),7926,7846,206,194
Maranhão (MA),57605,57605,1399,1399
Mato Grosso (MT),5390,5363,181,175
Mato Grosso do Sul (MS),3001,3001,28,28
Minas Gerais (MG),20106,20106,446,446
Pará (PA),67476,66328,4181,4132
Paraíba (PB),26556,26556,610,610
Paraná (PR),8818,8705,302,294
Pernambuco (PE),43872,43872,3694,3694
Piauí (PI),9825,9337,335,317
Rio de Janeiro (RJ),77784,77784,7417,7417
Rio Grande do Norte (RN),13544,13501,514,514
Rio Grande do Sul (RS),14384,14384,337,337
Rondônia (RO),11224,11224,296,296
Roraima (RR),6842,6712,197,192
Santa Catarina (SC),13165,13165,191,191
São Paulo (SP),167900,167900,10368,10368
Sergipe (SE),11534,11534,305,305
Tocantins (TO),6744,6744,128,128
TOTAL,831163,828810,41963,41828
