https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),17979,17979,470,470
Alagoas (AL),51680,51680,1443,1443
Amapá (AP),34660,34660,544,544
Amazonas (AM),92721,92721,3183,3183
Bahia (BA),133245,133245,2988,2988
Ceará (CE),154381,153108,7329,7317
Distrito Federal(DF),87801,87801,1176,1176
Espírito Santo (ES),73755,73688,2308,2305
Goiás (GO),48758,47284,1237,1193
Maranhão (MA),109731,109731,2810,2810
Mato Grosso (MT),38931,38772,1474,1453
Mato Grosso do Sul (MS),18889,18889,257,257
Minas Gerais (MG),98741,98741,2166,2166
Pará (PA),144467,142358,5616,5581
Paraíba (PB),70972,70972,1581,1581
Paraná (PR),59927,59927,1486,1486
Pernambuco (PE),81382,81382,6152,6152
Piauí (PI),43179,41815,1184,1158
Rio de Janeiro (RJ),148623,148623,12443,12443
Rio Grande do Norte (RN),45313,45184,1642,1636
Rio Grande do Sul (RS),53073,53073,1397,1397
Rondônia (RO),32944,32935,758,758
Roraima (RR),27932,26954,458,451
Santa Catarina (SC),59556,59556,765,765
São Paulo (SP),439446,439446,20532,20532
Sergipe (SE),48140,48140,1211,1211
Tocantins (TO),18850,18850,315,315
TOTAL,2235076,2227514,82925,82771
