https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),37672,37672,742,742
Alagoas (AL),97248,97248,2363,2363
Amapá (AP),61925,61925,839,839
Amazonas (AM),184268,184268,4973,4973
Bahia (BA),431786,431786,8502,8502
Ceará (CE),312068,312068,9762,9762
Distrito Federal(DF),236322,236322,4032,4032
Espírito Santo (ES),206984,206701,4485,4483
Goiás (GO),290107,288819,6520,6504
Maranhão (MA),195958,195958,4355,4355
Mato Grosso (MT),164712,163861,4222,4165
Mato Grosso do Sul (MS),109785,108549,1888,1870
Minas Gerais (MG),448880,448880,10429,10429
Pará (PA),278066,277020,6972,6963
Paraíba (PB),151312,151312,3391,3391
Paraná (PR),313880,313880,6608,6608
Pernambuco (PE),193530,193530,9200,9200
Piauí (PI),133336,132718,2704,2695
Rio de Janeiro (RJ),378084,378084,23430,23430
Rio Grande do Norte (RN),101692,99841,2781,2759
Rio Grande do Sul (RS),359544,359544,7388,7388
Rondônia (RO),84405,84405,1617,1617
Roraima (RR),65595,65218,749,745
Santa Catarina (SC),411631,411631,4183,4183
São Paulo (SP),1306585,1306585,43461,43461
Sergipe (SE),96346,96346,2346,2346
Tocantins (TO),84637,84281,1192,1190
TOTAL,6736358,6728452,179134,178995
