https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),52920,52920,917,917
Alagoas (AL),123625,123625,2856,2856
Amapá (AP),80374,80374,1102,1102
Amazonas (AM),294322,294322,9819,9819
Bahia (BA),627265,627265,10674,10674
Ceará (CE),393650,390857,10822,10741
Distrito Federal(DF),284301,284301,4680,4680
Espírito Santo (ES),310175,310150,6136,6135
Goiás (GO),371169,370804,7961,7957
Maranhão (MA),212720,212720,4841,4841
Mato Grosso (MT),232876,231459,5446,5357
Mato Grosso do Sul (MS),170126,170126,3115,3115
Minas Gerais (MG),804063,804063,16760,16760
Pará (PA),347963,347500,7999,7984
Paraíba (PB),203943,203943,4230,4230
Paraná (PR),586944,586944,10728,10728
Pernambuco (PE),279637,279637,10644,10644
Piauí (PI),165857,165319,3182,3175
Rio de Janeiro (RJ),554040,554040,31383,31383
Rio Grande do Norte (RN),149285,148199,3412,3392
Rio Grande do Sul (RS),584024,584024,11355,11355
Rondônia (RO),135784,135784,2484,2484
Roraima (RR),77201,77201,976,976
Santa Catarina (SC),611299,611299,6716,6716
São Paulo (SP),1911411,1911411,56191,56191
Sergipe (SE),144493,144493,2869,2869
Tocantins (TO),106974,106974,1451,1451
TOTAL,9816441,9809754,238749,238532
