https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),35053,35053,715,715
Alagoas (AL),93708,93708,2324,2324
Amapá (AP),57343,57343,795,795
Amazonas (AM),174579,174579,4818,4818
Bahia (BA),387786,387786,8143,8143
Ceará (CE),294116,292663,9522,9492
Distrito Federal(DF),225013,225013,3898,3898
Espírito Santo (ES),181306,181098,4172,4171
Goiás (GO),275529,274560,6281,6263
Maranhão (MA),191721,191721,4248,4248
Mato Grosso (MT),156177,155373,4107,4051
Mato Grosso do Sul (MS),94652,93747,1742,1738
Minas Gerais (MG),399536,399536,9804,9804
Pará (PA),267700,266780,6880,6875
Paraíba (PB),142898,142898,3261,3261
Paraná (PR),261018,261018,5930,5930
Pernambuco (PE),176939,176939,8951,8951
Piauí (PI),124076,123378,2596,2591
Rio de Janeiro (RJ),340833,340833,22141,22141
Rio Grande do Norte (RN),88462,86974,2675,2664
Rio Grande do Sul (RS),301766,301766,6573,6573
Rondônia (RO),78189,78189,1529,1529
Roraima (RR),62414,62139,722,721
Santa Catarina (SC),332076,332076,3530,3530
São Paulo (SP),1215844,1215844,41455,41455
Sergipe (SE),87800,87800,2283,2283
Tocantins (TO),80218,79894,1153,1151
TOTAL,6126752,6118708,170248,170115
