https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),37556,37556,737,737
Alagoas (AL),96973,96973,2360,2360
Amapá (AP),61607,61607,834,834
Amazonas (AM),183830,183830,4969,4969
Bahia (BA),428034,428034,8474,8474
Ceará (CE),309168,309168,9738,9738
Distrito Federal(DF),235480,235480,4011,4011
Espírito Santo (ES),204565,204292,4455,4455
Goiás (GO),288822,287858,6504,6486
Maranhão (MA),195589,195589,4349,4349
Mato Grosso (MT),163764,162923,4216,4159
Mato Grosso do Sul (MS),108549,107235,1870,1852
Minas Gerais (MG),444800,444800,10345,10345
Pará (PA),277020,276221,6963,6959
Paraíba (PB),150575,150575,3380,3380
Paraná (PR),308811,308811,6539,6539
Pernambuco (PE),192397,192397,9186,9186
Piauí (PI),132718,132095,2695,2691
Rio de Janeiro (RJ),374753,374753,23270,23270
Rio Grande do Norte (RN),100318,98831,2770,2753
Rio Grande do Sul (RS),354683,354683,7316,7316
Rondônia (RO),83959,83959,1610,1610
Roraima (RR),65218,65084,745,744
Santa Catarina (SC),406003,406003,4132,4132
São Paulo (SP),1296801,1296801,43282,43282
Sergipe (SE),95493,95493,2341,2341
Tocantins (TO),84281,83948,1190,1187
TOTAL,6681767,6674999,178281,178159
