https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),25443,25443,624,624
Alagoas (AL),80717,80717,1930,1930
Amapá (AP),44770,44770,672,672
Amazonas (AM),123811,123811,3847,3847
Bahia (BA),271255,271225,5658,5658
Ceará (CE),222412,222372,8566,8565
Distrito Federal(DF),169617,169617,2710,2710
Espírito Santo (ES),115505,115505,3256,3256
Goiás (GO),147717,147615,3466,3457
Maranhão (MA),158050,158050,3508,3508
Mato Grosso (MT),98346,97819,2955,2907
Mato Grosso do Sul (MS),54125,53491,970,966
Minas Gerais (MG),234804,234804,5837,5837
Pará (PA),208259,207638,6257,6249
Paraíba (PB),109673,109673,2543,2543
Paraná (PR),143074,143074,3551,3551
Pernambuco (PE),132152,132152,7702,7702
Piauí (PI),82282,82006,1901,1893
Rio de Janeiro (RJ),232818,232818,16568,16568
Rio Grande do Norte (RN),64029,63801,2302,2286
Rio Grande do Sul (RS),143914,143914,3739,3739
Rondônia (RO),58066,58066,1185,1185
Roraima (RR),45253,45137,598,598
Santa Catarina (SC),189028,189028,2405,2405
São Paulo (SP),855722,855722,31353,31353
Sergipe (SE),73740,73740,1893,1893
Tocantins (TO),55906,55513,754,748
TOTAL,4140488,4137521,126750,126650
