https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),39996,39996,765,765
Alagoas (AL),101285,101285,2410,2410
Amapá (AP),65215,65215,875,875
Amazonas (AM),191976,191976,5085,5085
Bahia (BA),469660,469660,8807,8807
Ceará (CE),323941,323941,9916,9916
Distrito Federal(DF),244243,244243,4145,4145
Espírito Santo (ES),228741,228741,4760,4760
Goiás (GO),300284,300284,6663,6663
Maranhão (MA),199105,199105,4426,4426
Mato Grosso (MT),172215,171314,4331,4271
Mato Grosso do Sul (MS),122187,121461,2077,2051
Minas Gerais (MG),497672,497672,11225,11225
Pará (PA),286616,286130,7063,7057
Paraíba (PB),159436,159436,3539,3539
Paraná (PR),376009,376009,7312,7312
Pernambuco (PE),207426,207426,9435,9435
Piauí (PI),138152,137944,2769,2765
Rio de Janeiro (RJ),406820,406820,24473,24473
Rio Grande do Norte (RN),110319,108934,2888,2869
Rio Grande do Sul (RS),407755,407755,8087,8087
Rondônia (RO),89047,89047,1698,1698
Roraima (RR),67531,67429,772,772
Santa Catarina (SC),461244,461244,4706,4706
São Paulo (SP),1384100,1384100,45029,45029
Sergipe (SE),103955,103955,2407,2407
Tocantins (TO),87695,87478,1217,1216
TOTAL,7242625,7238600,186880,186764
