https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),19573,19573,521,521
Alagoas (AL),58979,58979,1554,1554
Amapá (AP),36272,36272,561,561
Amazonas (AM),100140,100140,3252,3252
Bahia (BA),161630,161630,3391,3391
Ceará (CE),171565,171468,7664,7661
Distrito Federal(DF),104446,104442,1444,1444
Espírito Santo (ES),81886,81885,2514,2514
Goiás (GO),66899,65269,1606,1564
Maranhão (MA),119262,119262,2996,2996
Mato Grosso (MT),50538,50447,1794,1763
Mato Grosso do Sul (MS),24287,24287,357,357
Minas Gerais (MG),123415,123415,2692,2692
Pará (PA),154685,153350,5728,5699
Paraíba (PB),81108,81108,1785,1785
Paraná (PR),73488,73488,1861,1861
Pernambuco (PE),93373,93373,6526,6526
Piauí (PI),51477,50198,1329,1304
Rio de Janeiro (RJ),163642,163642,13348,13348
Rio Grande do Norte (RN),49812,49667,1757,1751
Rio Grande do Sul (RS),66473,66473,1825,1825
Rondônia (RO),38407,38407,864,864
Roraima (RR),32016,31455,505,501
Santa Catarina (SC),80904,80904,1043,1043
São Paulo (SP),529006,529006,22710,22710
Sergipe (SE),57684,57684,1408,1408
Tocantins (TO),24278,24278,368,368
TOTAL,2615245,2610102,91403,91263
