https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),47119,47119,858,858
Alagoas (AL),115946,115946,2710,2710
Amapá (AP),75940,75940,1040,1040
Amazonas (AM),257606,257606,7560,7560
Bahia (BA),574062,574062,9952,9952
Ceará (CE),367722,367265,10423,10402
Distrito Federal(DF),273427,273427,4508,4508
Espírito Santo (ES),289606,289496,5777,5774
Goiás (GO),345682,342816,7344,7318
Maranhão (MA),206290,206290,4662,4662
Mato Grosso (MT),212226,211052,5043,4968
Mato Grosso do Sul (MS),158340,158340,2848,2848
Minas Gerais (MG),707649,707649,14544,14544
Pará (PA),325562,323290,7564,7552
Paraíba (PB),187246,187246,4014,4014
Paraná (PR),535961,535961,9652,9652
Pernambuco (PE),255483,255483,10251,10251
Piauí (PI),157469,156875,3039,3031
Rio de Janeiro (RJ),509113,509113,29230,29230
Rio Grande do Norte (RN),138471,137557,3276,3259
Rio Grande do Sul (RS),536746,536746,10512,10512
Rondônia (RO),121005,121005,2167,2167
Roraima (RR),73238,72921,843,837
Santa Catarina (SC),567112,567112,6228,6228
São Paulo (SP),1731294,1731294,52170,52170
Sergipe (SE),134556,134556,2755,2755
Tocantins (TO),100709,100709,1359,1359
TOTAL,9005580,8996876,220329,220161
