https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),51269,51269,900,900
Alagoas (AL),121603,121603,2822,2822
Amapá (AP),79274,79274,1086,1086
Amazonas (AM),285100,285100,9285,9285
Bahia (BA),613339,613339,10452,10451
Ceará (CE),387084,386108,10652,10640
Distrito Federal(DF),282071,282071,4641,4641
Espírito Santo (ES),304859,304687,6043,6043
Goiás (GO),365244,363850,7767,7766
Maranhão (MA),210539,210539,4798,4798
Mato Grosso (MT),228118,226825,5355,5268
Mato Grosso do Sul (MS),167786,166940,3070,3053
Minas Gerais (MG),780187,780187,15990,15990
Pará (PA),342482,341050,7864,7854
Paraíba (PB),199706,199706,4171,4171
Paraná (PR),575284,575284,10548,10548
Pernambuco (PE),273278,273278,10546,10546
Piauí (PI),163497,163087,3149,3139
Rio de Janeiro (RJ),541096,541096,30792,30792
Rio Grande do Norte (RN),147739,145729,3392,3365
Rio Grande do Sul (RS),568416,568416,11115,11115
Rondônia (RO),133113,133113,2391,2391
Roraima (RR),76327,76043,924,896
Santa Catarina (SC),598737,598737,6601,6601
São Paulo (SP),1864977,1864977,55087,55087
Sergipe (SE),142073,142073,2842,2842
Tocantins (TO),105577,105184,1437,1430
TOTAL,9608775,9599565,233720,233520
