https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),22933,22933,590,590
Alagoas (AL),73701,73701,1774,1774
Amapá (AP),39957,39957,619,619
Amazonas (AM),112881,112881,3524,3524
Bahia (BA),221041,221041,4542,4542
Ceará (CE),199828,199258,8202,8196
Distrito Federal(DF),140170,140170,2097,2097
Espírito Santo (ES),101874,101874,2938,2938
Goiás (GO),107910,105962,2464,2414
Maranhão (MA),139185,139185,3289,3289
Mato Grosso (MT),76540,75877,2437,2384
Mato Grosso do Sul (MS),39381,38393,668,657
Minas Gerais (MG),177787,177787,4306,4306
Pará (PA),182231,180090,6015,5975
Paraíba (PB),97497,97497,2203,2203
Paraná (PR),108237,108237,2781,2781
Pernambuco (PE),113788,113788,7252,7252
Piauí (PI),68475,67226,1653,1637
Rio de Janeiro (RJ),199480,199480,14728,14728
Rio Grande do Norte (RN),58864,58307,2132,2102
Rio Grande do Sul (RS),101217,101217,2822,2822
Rondônia (RO),48923,48923,1026,1026
Roraima (RR),40501,40183,575,574
Santa Catarina (SC),124313,124313,1883,1883
São Paulo (SP),711530,711530,27315,27315
Sergipe (SE),68699,68699,1729,1729
Tocantins (TO),39832,38845,536,531
TOTAL,3416775,3407354,110100,109888
