https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),41232,41232,791,791
Alagoas (AL),104119,104119,2475,2475
Amapá (AP),67405,67405,913,913
Amazonas (AM),198201,198201,5232,5232
Bahia (BA),487691,487691,9072,9072
Ceará (CE),330986,330687,9971,9963
Distrito Federal(DF),250457,250457,4241,4241
Espírito Santo (ES),244251,244057,5031,5030
Goiás (GO),307686,306975,6789,6789
Maranhão (MA),200564,200564,4488,4488
Mato Grosso (MT),178568,177633,4486,4424
Mato Grosso do Sul (MS),132431,130850,2300,2270
Minas Gerais (MG),529653,529653,11615,11615
Pará (PA),292712,291907,7169,7149
Paraíba (PB),164416,164416,3647,3647
Paraná (PR),408731,408731,7810,7810
Pernambuco (PE),217772,217772,9612,9612
Piauí (PI),141951,141258,2827,2821
Rio de Janeiro (RJ),426259,426259,25078,25078
Rio Grande do Norte (RN),117542,115747,2998,2970
Rio Grande do Sul (RS),438458,438458,8680,8680
Rondônia (RO),94354,94354,1785,1785
Roraima (RR),68509,68363,773,773
Santa Catarina (SC),485935,485935,5161,5161
São Paulo (SP),1440229,1440229,46195,46195
Sergipe (SE),110804,110804,2468,2468
Tocantins (TO),90047,89794,1232,1229
TOTAL,7570963,7563551,192839,192681
