https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),28818,28818,668,668
Alagoas (AL),88426,88426,2115,2115
Amapá (AP),48963,48963,722,722
Amazonas (AM),144492,144492,4202,4202
Bahia (BA),319981,319981,7021,7021
Ceará (CE),257409,256764,9104,9094
Distrito Federal(DF),197369,197369,3378,3378
Espírito Santo (ES),136590,136590,3617,3617
Goiás (GO),225054,224181,5065,5020
Maranhão (MA),176995,176995,3828,3828
Mato Grosso (MT),129713,129038,3576,3525
Mato Grosso do Sul (MS),73548,73027,1395,1385
Minas Gerais (MG),313032,313032,7811,7811
Pará (PA),236830,235948,6629,6623
Paraíba (PB),124315,124315,2884,2884
Paraná (PR),187729,187729,4703,4703
Pernambuco (PE),151139,151139,8379,8379
Piauí (PI),100548,99960,2188,2180
Rio de Janeiro (RJ),277439,277439,18969,18969
Rio Grande do Norte (RN),72604,71898,2422,2412
Rio Grande do Sul (RS),207706,207706,5035,5035
Rondônia (RO),67181,67181,1385,1385
Roraima (RR),51879,51635,666,666
Santa Catarina (SC),222652,222652,2880,2880
São Paulo (SP),1016755,1016755,36669,36669
Sergipe (SE),78692,78692,2072,2072
Tocantins (TO),70347,69969,996,985
TOTAL,5006206,5000694,148379,148228
