https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),54562,54562,951,951
Alagoas (AL),127341,127341,2913,2913
Amapá (AP),81689,81689,1121,1121
Amazonas (AM),303586,303586,10359,10359
Bahia (BA),647384,647384,11060,11060
Ceará (CE),406973,406023,10922,10896
Distrito Federal(DF),288229,288229,4738,4738
Espírito Santo (ES),315310,315310,6257,6257
Goiás (GO),379911,378589,8267,8229
Maranhão (MA),215223,215223,4910,4910
Mato Grosso (MT),241085,238835,5594,5500
Mato Grosso do Sul (MS),175113,174106,3198,3186
Minas Gerais (MG),827437,827437,17442,17442
Pará (PA),354587,353036,8266,8163
Paraíba (PB),209933,209933,4328,4328
Paraná (PR),608226,608226,11061,11061
Pernambuco (PE),288424,288424,10804,10804
Piauí (PI),169186,168403,3238,3232
Rio de Janeiro (RJ),569184,569184,32045,32045
Rio Grande do Norte (RN),160250,159072,3472,3448
Rio Grande do Sul (RS),598456,598456,11666,11666
Rondônia (RO),141212,141212,2667,2667
Roraima (RR),79444,78822,1037,1028
Santa Catarina (SC),631868,631868,6891,6891
São Paulo (SP),1960564,1960564,57499,57499
Sergipe (SE),147266,147266,2901,2901
Tocantins (TO),109518,108896,1476,1470
TOTAL,10091961,10081676,245083,244765
