https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),41941,41941,798,798
Alagoas (AL),105361,105361,2502,2502
Amapá (AP),68441,68441,927,927
Amazonas (AM),201867,201867,5325,5325
Bahia (BA),495286,495286,9187,9187
Ceará (CE),336574,336574,10015,10015
Distrito Federal(DF),252874,252874,4268,4268
Espírito Santo (ES),250244,250227,5115,5113
Goiás (GO),309320,309194,6805,6805
Maranhão (MA),200976,200976,4513,4513
Mato Grosso (MT),180901,179938,4539,4475
Mato Grosso do Sul (MS),135917,135361,2372,2360
Minas Gerais (MG),549302,549302,12023,12023
Pará (PA),294010,293807,7217,7209
Paraíba (PB),167615,167615,3692,3692
Paraná (PR),419615,419615,8001,8001
Pernambuco (PE),223325,223325,9674,9674
Piauí (PI),143489,143210,2854,2848
Rio de Janeiro (RJ),435604,435604,25608,25608
Rio Grande do Norte (RN),119338,118691,3009,2995
Rio Grande do Sul (RS),452920,452920,8934,8934
Rondônia (RO),96433,96433,1825,1825
Roraima (RR),68875,68858,787,787
Santa Catarina (SC),496524,496524,5294,5294
São Paulo (SP),1467953,1467953,46808,46808
Sergipe (SE),113916,113916,2500,2500
Tocantins (TO),90703,90592,1242,1239
TOTAL,7719324,7716405,195834,195725
