https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),55881,55881,975,975
Alagoas (AL),129445,129445,2959,2959
Amapá (AP),82868,82868,1131,1131
Amazonas (AM),310919,310919,10642,10642
Bahia (BA),664904,664904,11388,11388
Ceará (CE),416790,415664,11104,11087
Distrito Federal(DF),292714,292714,4791,4791
Espírito Santo (ES),321630,321535,6340,6337
Goiás (GO),388554,387582,8431,8409
Maranhão (MA),217302,217302,4977,4977
Mato Grosso (MT),246469,245022,5716,5624
Mato Grosso do Sul (MS),178250,178250,3246,3246
Minas Gerais (MG),853459,853459,17974,17974
Pará (PA),360629,359289,8435,8383
Paraíba (PB),215527,215527,4420,4420
Paraná (PR),627907,627907,11358,11358
Pernambuco (PE),294479,294479,10911,10911
Piauí (PI),171668,171032,3289,3274
Rio de Janeiro (RJ),577183,577183,32574,32574
Rio Grande do Norte (RN),163472,162235,3563,3539
Rio Grande do Sul (RS),619385,619385,12029,12029
Rondônia (RO),145427,145427,2787,2787
Roraima (RR),80923,80472,1083,1074
Santa Catarina (SC),652895,652895,7114,7114
São Paulo (SP),2002640,2002640,58528,58528
Sergipe (SE),149077,149077,2930,2930
Tocantins (TO),111370,111370,1496,1496
TOTAL,10331767,10324463,250191,249957
