https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),28687,28687,667,667
Alagoas (AL),88135,88135,2103,2103
Amapá (AP),48701,48701,718,718
Amazonas (AM),142573,142573,4185,4185
Bahia (BA),316005,316005,6953,6953
Ceará (CE),254588,243106,9067,9056
Distrito Federal(DF),195967,195967,3346,3346
Espírito Santo (ES),135001,134946,3594,3594
Goiás (GO),219323,217700,4927,4868
Maranhão (MA),175753,175753,3807,3807
Mato Grosso (MT),127730,127065,3545,3494
Mato Grosso do Sul (MS),71993,71993,1365,1365
Minas Gerais (MG),308466,308466,7656,7656
Pará (PA),234884,234129,6614,6606
Paraíba (PB),122890,122890,2861,2861
Paraná (PR),184806,184806,4619,4619
Pernambuco (PE),149454,149454,8340,8340
Piauí (PI),99276,98603,2169,2156
Rio de Janeiro (RJ),273338,273338,18780,18780
Rio Grande do Norte (RN),71045,70789,2411,2402
Rio Grande do Sul (RS),203497,203497,4952,4952
Rondônia (RO),66783,66783,1375,1375
Roraima (RR),51450,51368,661,661
Santa Catarina (SC),220044,220044,2858,2858
São Paulo (SP),1004579,1004579,36220,36220
Sergipe (SE),78380,78380,2061,2061
Tocantins (TO),69478,69478,972,972
TOTAL,4942826,4927235,146826,146675
