https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),59500,59500,1047,1047
Alagoas (AL),134419,134419,3060,3060
Amapá (AP),85065,85065,1156,1156
Amazonas (AM),322227,322227,11229,11229
Bahia (BA),706375,706375,12353,12353
Ceará (CE),441484,440243,11642,11586
Distrito Federal(DF),303685,303685,4933,4933
Espírito Santo (ES),332890,332805,6526,6525
Goiás (GO),412205,411058,8881,8853
Maranhão (MA),222481,222481,5201,5201
Mato Grosso (MT),259946,257851,5968,5864
Mato Grosso do Sul (MS),185883,185883,3416,3416
Minas Gerais (MG),908869,908869,19204,19204
Pará (PA),372488,371227,8875,8819
Paraíba (PB),226536,226536,4632,4632
Paraná (PR),676917,672179,12196,12196
Pernambuco (PE),306320,306320,11119,11119
Piauí (PI),178539,177307,3447,3425
Rio de Janeiro (RJ),591945,591945,33607,33607
Rio Grande do Norte (RN),173249,171943,3735,3709
Rio Grande do Sul (RS),676576,676576,13188,13188
Rondônia (RO),155471,155471,3040,3040
Roraima (RR),83745,83452,1167,1160
Santa Catarina (SC),700127,700127,7816,7816
São Paulo (SP),2093924,2093924,61064,61064
Sergipe (SE),154031,154031,3003,3003
Tocantins (TO),117728,117728,1565,1565
TOTAL,10882625,10869227,263070,262770
