https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),53590,53590,932,932
Alagoas (AL),125676,125676,2883,2883
Amapá (AP),80940,80940,1112,1112
Amazonas (AM),297687,297687,10100,10100
Bahia (BA),635494,635494,10864,10864
Ceará (CE),408555,397442,10868,10850
Distrito Federal(DF),286137,286137,4708,4708
Espírito Santo (ES),311685,311647,6176,6176
Goiás (GO),374495,373703,8062,8043
Maranhão (MA),213478,213478,4871,4871
Mato Grosso (MT),235529,234173,5504,5415
Mato Grosso do Sul (MS),172402,171828,3166,3160
Minas Gerais (MG),811742,811742,16903,16903
Pará (PA),350338,349671,8074,8064
Paraíba (PB),206397,206397,4272,4272
Paraná (PR),597494,597494,10842,10842
Pernambuco (PE),282913,282913,10711,10711
Piauí (PI),167102,166589,3210,3201
Rio de Janeiro (RJ),563926,563926,31630,31630
Rio Grande do Norte (RN),158573,157150,3446,3416
Rio Grande do Sul (RS),588212,588212,11407,11407
Rondônia (RO),138133,138133,2561,2561
Roraima (RR),78068,77697,995,995
Santa Catarina (SC),619198,619198,6778,6778
São Paulo (SP),1927410,1927410,56702,56702
Sergipe (SE),146094,146094,2886,2886
Tocantins (TO),107832,107560,1461,1458
TOTAL,9939100,9921981,241124,240940
