https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),33156,33156,708,708
Alagoas (AL),92596,92596,2295,2295
Amapá (AP),54979,54979,777,777
Amazonas (AM),169333,169333,4697,4697
Bahia (BA),374009,374009,7943,7943
Ceará (CE),285666,285301,9439,9439
Distrito Federal(DF),219992,219992,3817,3817
Espírito Santo (ES),169928,169928,4009,4009
Goiás (GO),267772,267603,6035,6034
Maranhão (MA),189590,189590,4178,4178
Mato Grosso (MT),152358,151582,4041,3986
Mato Grosso do Sul (MS),87935,87935,1690,1690
Minas Gerais (MG),382882,382882,9507,9507
Pará (PA),261899,261788,6832,6827
Paraíba (PB),138546,138546,3204,3204
Paraná (PR),239107,239107,5697,5697
Pernambuco (PE),170860,170860,8827,8827
Piauí (PI),120266,120172,2530,2524
Rio de Janeiro (RJ),326956,326956,21294,21294
Rio Grande do Norte (RN),83762,83646,2649,2641
Rio Grande do Sul (RS),278707,278707,6219,6219
Rondônia (RO),75182,75182,1501,1501
Roraima (RR),60535,60535,706,706
Santa Catarina (SC),295946,295946,3318,3318
São Paulo (SP),1168640,1168640,40564,40564
Sergipe (SE),86045,86045,2259,2259
Tocantins (TO),78077,78077,1137,1137
TOTAL,5864724,5863093,165873,165798
