https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),40736,40736,780,780
Alagoas (AL),103125,103125,2454,2454
Amapá (AP),66293,66293,901,901
Amazonas (AM),196007,196007,5173,5173
Bahia (BA),482113,482113,8983,8983
Ceará (CE),327865,327832,9952,9952
Distrito Federal(DF),247928,247928,4198,4198
Espírito Santo (ES),238426,238377,4928,4926
Goiás (GO),304442,304389,6752,6751
Maranhão (MA),200043,200043,4466,4466
Mato Grosso (MT),176240,175313,4450,4390
Mato Grosso do Sul (MS),129261,128164,2229,2207
Minas Gerais (MG),522331,522331,11585,11585
Pará (PA),290326,289795,7130,7124
Paraíba (PB),163107,163107,3604,3604
Paraná (PR),400288,400288,7656,7656
Pernambuco (PE),214949,214949,9560,9560
Piauí (PI),140496,140245,2814,2802
Rio de Janeiro (RJ),420075,420075,24905,24905
Rio Grande do Norte (RN),114822,114204,2937,2923
Rio Grande do Sul (RS),430780,430780,8452,8452
Rondônia (RO),92587,92587,1743,1743
Roraima (RR),68240,68237,773,773
Santa Catarina (SC),478242,478242,5007,5007
São Paulo (SP),1423340,1423340,45808,45808
Sergipe (SE),108166,108166,2448,2448
Tocantins (TO),89289,89140,1225,1224
TOTAL,7469517,7465806,190913,190795
