https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),37152,37152,731,731
Alagoas (AL),95898,95898,2349,2349
Amapá (AP),60751,60751,823,823
Amazonas (AM),181631,181631,4936,4936
Bahia (BA),416734,416734,8360,8360
Ceará (CE),303868,303868,9683,9683
Distrito Federal(DF),232781,232781,3968,3968
Espírito Santo (ES),197104,196917,4374,4374
Goiás (GO),285824,284988,6438,6438
Maranhão (MA),194800,194800,4330,4330
Mato Grosso (MT),161801,160967,4179,4123
Mato Grosso do Sul (MS),104727,103433,1827,1818
Minas Gerais (MG),433081,433081,10227,10227
Pará (PA),274545,273753,6944,6939
Paraíba (PB),148003,148003,3338,3338
Paraná (PR),297411,297411,6359,6359
Pernambuco (PE),188132,188132,9119,9119
Piauí (PI),130539,129825,2666,2658
Rio de Janeiro (RJ),367641,367641,23017,23017
Rio Grande do Norte (RN),98035,97098,2736,2715
Rio Grande do Sul (RS),342035,342035,7104,7104
Rondônia (RO),82064,82064,1589,1589
Roraima (RR),64685,64317,744,740
Santa Catarina (SC),389751,389751,3939,3939
São Paulo (SP),1276149,1276149,42788,42788
Sergipe (SE),91793,91793,2324,2324
Tocantins (TO),83300,82995,1179,1175
TOTAL,6540235,6533968,176071,175964
