https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),23665,23665,598,598
Alagoas (AL),75470,75470,1810,1810
Amapá (AP),41031,41031,630,630
Amazonas (AM),115369,115369,3557,3557
Bahia (BA),234204,234204,4832,4832
Ceará (CE),204931,204587,8288,8286
Distrito Federal(DF),147127,147127,2257,2257
Espírito Santo (ES),105633,105613,3016,3016
Goiás (GO),116058,115530,2735,2713
Maranhão (MA),143873,143873,3340,3340
Mato Grosso (MT),81469,80938,2558,2510
Mato Grosso do Sul (MS),42498,41888,738,722
Minas Gerais (MG),191507,191507,4737,4737
Pará (PA),189289,188644,6057,6047
Paraíba (PB),100970,100970,2288,2288
Paraná (PR),116848,116848,2961,2961
Pernambuco (PE),118027,118027,7364,7364
Piauí (PI),71899,71510,1714,1701
Rio de Janeiro (RJ),210464,210464,15267,15267
Rio Grande do Norte (RN),59590,59393,2171,2165
Rio Grande do Sul (RS),108839,108839,3046,3046
Rondônia (RO),50995,50995,1061,1061
Roraima (RR),41730,41527,579,579
Santa Catarina (SC),132008,132008,2027,2027
São Paulo (SP),749244,749244,28392,28392
Sergipe (SE),70252,70252,1771,1771
Tocantins (TO),43596,42839,585,573
TOTAL,3586586,3582362,114379,114250
