https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),18393,18393,480,480
Alagoas (AL),53713,53713,1471,1471
Amapá (AP),35026,35026,552,552
Amazonas (AM),95424,95424,3199,3199
Bahia (BA),142767,142767,3096,3096
Ceará (CE),159953,158824,7456,7426
Distrito Federal(DF),92414,92414,1244,1244
Espírito Santo (ES),75854,75854,2373,2373
Goiás (GO),54154,52847,1353,1332
Maranhão (MA),112683,112683,2871,2871
Mato Grosso (MT),42586,42206,1556,1501
Mato Grosso do Sul (MS),21015,20303,292,281
Minas Gerais (MG),106812,106812,2315,2315
Pará (PA),147923,146252,5689,5646
Paraíba (PB),74550,74550,1653,1653
Paraná (PR),64259,64259,1598,1598
Pernambuco (PE),85042,85042,6237,6237
Piauí (PI),45389,44349,1228,1215
Rio de Janeiro (RJ),154879,154879,12654,12654
Rio Grande do Norte (RN),47061,46683,1678,1666
Rio Grande do Sul (RS),57007,57007,1494,1494
Rondônia (RO),34873,34873,801,801
Roraima (RR),29394,28874,473,465
Santa Catarina (SC),65017,65017,844,844
São Paulo (SP),463218,463218,21206,21206
Sergipe (SE),51132,51132,1284,1284
Tocantins (TO),20920,19965,340,334
TOTAL,2351458,2343366,85437,85238
