https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),53027,53027,921,921
Alagoas (AL),124295,124295,2865,2865
Amapá (AP),80528,80528,1102,1102
Amazonas (AM),294954,294954,9872,9872
Bahia (BA),629849,629849,10735,10735
Ceará (CE),394906,393650,10834,10822
Distrito Federal(DF),284838,284838,4688,4688
Espírito Santo (ES),310763,310760,6141,6141
Goiás (GO),371545,371391,7966,7963
Maranhão (MA),212874,212874,4850,4850
Mato Grosso (MT),233091,231762,5463,5375
Mato Grosso do Sul (MS),170522,170522,3130,3130
Minas Gerais (MG),807247,807247,16879,16879
Pará (PA),348448,347963,8019,7999
Paraíba (PB),204584,204584,4242,4242
Paraná (PR),588088,588088,10738,10738
Pernambuco (PE),280528,280528,10662,10662
Piauí (PI),165857,165857,3182,3182
Rio de Janeiro (RJ),554835,554835,31487,31487
Rio Grande do Norte (RN),149285,148598,3412,3404
Rio Grande do Sul (RS),585346,585346,11379,11379
Rondônia (RO),136603,136603,2509,2509
Roraima (RR),77460,77460,976,976
Santa Catarina (SC),613164,613164,6727,6727
São Paulo (SP),1913598,1913598,56266,56266
Sergipe (SE),145029,145029,2876,2876
Tocantins (TO),107163,107163,1455,1455
TOTAL,9838427,9834513,239376,239245
