https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),24269,24269,607,607
Alagoas (AL),77755,77755,1853,1853
Amapá (AP),42285,42285,652,652
Amazonas (AM),118083,118083,3616,3616
Bahia (BA),247853,247853,5178,5178
Ceará (CE),211053,210727,8374,8365
Distrito Federal(DF),156863,156863,2425,2425
Espírito Santo (ES),108662,108662,3105,3105
Goiás (GO),128241,127361,2987,2962
Maranhão (MA),148923,148923,3402,3402
Mato Grosso (MT),88385,87484,2707,2649
Mato Grosso do Sul (MS),46261,46261,800,800
Minas Gerais (MG),205942,205942,5049,5049
Pará (PA),196874,195297,6106,6102
Paraíba (PB),104096,104096,2388,2388
Paraná (PR),124074,124074,3153,3153
Pernambuco (PE),122147,122147,7480,7480
Piauí (PI),76033,75160,1785,1765
Rio de Janeiro (RJ),219198,219198,15859,15859
Rio Grande do Norte (RN),61090,60893,2225,2219
Rio Grande do Sul (RS),118315,118315,3275,3275
Rondônia (RO),53805,53805,1109,1109
Roraima (RR),42997,42690,587,586
Santa Catarina (SC),139638,139638,2170,2170
São Paulo (SP),784453,784453,29415,29415
Sergipe (SE),71599,71599,1830,1830
Tocantins (TO),47558,47558,635,635
TOTAL,3766452,3761391,118772,118649
