https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),27061,27061,648,648
Alagoas (AL),83950,83950,2014,2014
Amapá (AP),46738,46738,691,691
Amazonas (AM),131573,131573,3956,3956
Bahia (BA),294210,294210,6221,6221
Ceará (CE),233600,233600,8801,8801
Distrito Federal(DF),183096,183096,3048,3048
Espírito Santo (ES),123720,123720,3408,3408
Goiás (GO),183481,182856,4142,4135
Maranhão (MA),167333,167333,3643,3643
Mato Grosso (MT),112817,112242,3262,3214
Mato Grosso do Sul (MS),63466,63466,1162,1162
Minas Gerais (MG),268009,268009,6656,6656
Pará (PA),220519,220205,6460,6451
Paraíba (PB),116588,116588,2695,2695
Paraná (PR),163479,163479,4093,4093
Pernambuco (PE),141042,141042,8004,8004
Piauí (PI),90370,90061,2037,2025
Rio de Janeiro (RJ),251261,251261,17634,17634
Rio Grande do Norte (RN),67193,66963,2356,2348
Rio Grande do Sul (RS),174140,174140,4371,4371
Rondônia (RO),62697,62697,1297,1297
Roraima (RR),48088,48088,613,613
Santa Catarina (SC),205250,205250,2635,2635
São Paulo (SP),931673,931673,33927,33927
Sergipe (SE),75772,75772,1976,1976
Tocantins (TO),63167,63167,866,866
TOTAL,4530293,4528240,136616,136532
