https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),40314,40314,769,769
Alagoas (AL),101745,101745,2425,2425
Amapá (AP),65712,65712,885,885
Amazonas (AM),193544,193544,5111,5111
Bahia (BA),473865,473865,8865,8865
Ceará (CE),325884,325250,9939,9933
Distrito Federal(DF),245872,245872,4169,4169
Espírito Santo (ES),232760,232557,4839,4837
Goiás (GO),302698,302097,6685,6685
Maranhão (MA),199535,199535,4438,4438
Mato Grosso (MT),174162,173252,4405,4345
Mato Grosso do Sul (MS),125181,123529,2130,2108
Minas Gerais (MG),503700,503700,11285,11258
Pará (PA),288465,287535,7078,7069
Paraíba (PB),160611,160611,3563,3563
Paraná (PR),384393,384393,7460,7460
Pernambuco (PE),210081,210081,9459,9459
Piauí (PI),139168,138586,2788,2779
Rio de Janeiro (RJ),411369,411369,24594,24594
Rio Grande do Norte (RN),112578,110505,2927,2885
Rio Grande do Sul (RS),416000,416000,8260,8260
Rondônia (RO),90835,90835,1721,1721
Roraima (RR),67909,67686,772,772
Santa Catarina (SC),468403,468403,4836,4836
São Paulo (SP),1398757,1398757,45395,45395
Sergipe (SE),105018,105018,2420,2420
Tocantins (TO),88376,88070,1219,1218
TOTAL,7326935,7318821,188437,188259
