https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),27859,27859,656,656
Alagoas (AL),86124,86124,2052,2052
Amapá (AP),47745,47745,702,702
Amazonas (AM),136169,136169,4022,4022
Bahia (BA),305186,305186,6552,6552
Ceará (CE),238582,238568,8918,8913
Distrito Federal(DF),188608,188608,3183,3183
Espírito Santo (ES),128722,128710,3492,3490
Goiás (GO),199717,199601,4505,4500
Maranhão (MA),171480,171480,3714,3714
Mato Grosso (MT),120374,119765,3394,3344
Mato Grosso do Sul (MS),68092,67834,1263,1249
Minas Gerais (MG),286350,286350,7181,7181
Pará (PA),227756,226826,6546,6534
Paraíba (PB),119731,119731,2788,2788
Paraná (PR),174011,174011,4344,4344
Pernambuco (PE),144940,144940,8156,8156
Piauí (PI),94540,94179,2095,2091
Rio de Janeiro (RJ),259670,259670,18247,18247
Rio Grande do Norte (RN),68743,68500,2380,2372
Rio Grande do Sul (RS),185119,185119,4615,4615
Rondônia (RO),64923,64923,1333,1333
Roraima (RR),49911,49681,637,637
Santa Catarina (SC),212091,212091,2736,2736
São Paulo (SP),970888,970888,35063,35063
Sergipe (SE),76917,76917,2015,2015
Tocantins (TO),66710,66516,919,917
TOTAL,4720958,4717991,141508,141406
