https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),26942,26942,647,647
Alagoas (AL),83298,83298,2008,2008
Amapá (AP),46601,46601,690,690
Amazonas (AM),130359,130359,3950,3950
Bahia (BA),292019,292019,6181,6181
Ceará (CE),232950,232602,8795,8790
Distrito Federal(DF),181919,181919,3037,3037
Espírito Santo (ES),123273,123272,3404,3404
Goiás (GO),182554,180926,4120,4092
Maranhão (MA),166580,166580,3632,3632
Mato Grosso (MT),112200,111628,3248,3200
Mato Grosso do Sul (MS),63466,62817,1162,1148
Minas Gerais (MG),265185,265185,6574,6574
Pará (PA),220205,219220,6451,6438
Paraíba (PB),115966,115966,2684,2684
Paraná (PR),161922,161922,4067,4067
Pernambuco (PE),140235,140235,7971,7971
Piauí (PI),90061,89443,2025,2012
Rio de Janeiro (RJ),249798,249798,17575,17575
Rio Grande do Norte (RN),67193,66655,2356,2341
Rio Grande do Sul (RS),170749,170749,4318,4318
Rondônia (RO),62495,62495,1294,1294
Roraima (RR),48088,47692,613,613
Santa Catarina (SC),204166,204166,2627,2627
São Paulo (SP),924532,924532,33678,33678
Sergipe (SE),75664,75664,1972,1972
Tocantins (TO),63167,62498,866,850
TOTAL,4501587,4495183,135945,135793
