https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),34626,34626,713,713
Alagoas (AL),93440,93440,2317,2317
Amapá (AP),56548,56548,789,789
Amazonas (AM),173477,173477,4779,4779
Bahia (BA),384903,384903,8102,8102
Ceará (CE),291617,291617,9485,9485
Distrito Federal(DF),223658,223658,3867,3867
Espírito Santo (ES),178159,178109,4128,4128
Goiás (GO),273308,273280,6245,6244
Maranhão (MA),191204,191204,4232,4232
Mato Grosso (MT),154924,154126,4089,4033
Mato Grosso do Sul (MS),92970,92467,1727,1722
Minas Gerais (MG),396933,396933,9777,9777
Pará (PA),266273,266008,6871,6865
Paraíba (PB),142457,142457,3248,3248
Paraná (PR),255698,255698,5853,5853
Pernambuco (PE),175730,175730,8923,8923
Piauí (PI),122929,122744,2584,2579
Rio de Janeiro (RJ),338203,338203,21974,21974
Rio Grande do Norte (RN),87158,86602,2670,2660
Rio Grande do Sul (RS),297827,297827,6494,6494
Rondônia (RO),77348,77348,1518,1518
Roraima (RR),62015,61838,720,720
Santa Catarina (SC),326208,326208,3471,3471
São Paulo (SP),1209588,1209588,41267,41267
Sergipe (SE),87248,87248,2275,2275
Tocantins (TO),79612,79514,1148,1148
TOTAL,6074061,6071401,169266,169183
