https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),27106,27106,649,649
Alagoas (AL),84720,84720,2024,2024
Amapá (AP),46946,46946,693,693
Amazonas (AM),131920,131920,3964,3964
Bahia (BA),295996,295996,6313,6313
Ceará (CE),234120,234120,8834,8834
Distrito Federal(DF),184555,184555,3097,3097
Espírito Santo (ES),125185,125098,3432,3432
Goiás (GO),186596,185359,4216,4164
Maranhão (MA),167948,167948,3664,3664
Mato Grosso (MT),114930,114041,3297,3245
Mato Grosso do Sul (MS),64959,64033,1191,1179
Minas Gerais (MG),271194,271194,6727,6727
Pará (PA),221639,220775,6477,6468
Paraíba (PB),116879,116879,2719,2719
Paraná (PR),165494,165494,4146,4146
Pernambuco (PE),141777,141777,8025,8016
Piauí (PI),91355,90617,2051,2038
Rio de Janeiro (RJ),252046,252046,17727,17727
Rio Grande do Norte (RN),67689,67217,2363,2352
Rio Grande do Sul (RS),175349,175349,4409,4409
Rondônia (RO),63267,63267,1305,1305
Roraima (RR),48542,48330,616,613
Santa Catarina (SC),206332,206332,2656,2656
São Paulo (SP),937332,937332,33984,33984
Sergipe (SE),76073,76073,1987,1987
Tocantins (TO),64273,63544,877,867
TOTAL,4564222,4558068,137443,137272
