https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),29406,29406,677,677
Alagoas (AL),89192,89192,2162,2162
Amapá (AP),49890,49890,729,729
Amazonas (AM),149366,149366,4289,4289
Bahia (BA),331362,331362,7243,7243
Ceará (CE),262831,262567,9199,9192
Distrito Federal(DF),202786,202786,3499,3499
Espírito Santo (ES),142419,141979,3694,3692
Goiás (GO),235228,234463,5333,5306
Maranhão (MA),180154,180154,3906,3906
Mato Grosso (MT),134555,133856,3693,3639
Mato Grosso do Sul (MS),76547,76001,1478,1469
Minas Gerais (MG),328402,328402,8267,8267
Pará (PA),240223,239519,6670,6667
Paraíba (PB),127456,127456,2970,2970
Paraná (PR),196616,196616,4880,4880
Pernambuco (PE),154866,154866,8456,8456
Piauí (PI),105156,104329,2269,2261
Rio de Janeiro (RJ),286282,286282,19555,19555
Rio Grande do Norte (RN),76966,74352,2556,2436
Rio Grande do Sul (RS),218835,218835,5282,5282
Rondônia (RO),68612,68612,1416,1416
Roraima (RR),53726,53353,680,677
Santa Catarina (SC),231412,231412,2952,2952
São Paulo (SP),1051613,1051613,37690,37690
Sergipe (SE),80733,80733,2118,2118
Tocantins (TO),72335,71984,1035,1030
TOTAL,5176969,5169386,152698,152460
