https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),29693,29693,679,679
Alagoas (AL),89365,89365,2172,2172
Amapá (AP),50150,50150,731,731
Amazonas (AM),151186,151186,4325,4325
Bahia (BA),334697,334697,7288,7288
Ceará (CE),264245,264245,9207,9207
Distrito Federal(DF),204304,204304,3539,3539
Espírito Santo (ES),143954,143918,3709,3709
Goiás (GO),236814,236814,5374,5374
Maranhão (MA),180887,180887,3923,3923
Mato Grosso (MT),135784,135082,3712,3658
Mato Grosso do Sul (MS),77123,77011,1493,1486
Minas Gerais (MG),333998,333998,8405,8405
Pará (PA),241242,240966,6677,6676
Paraíba (PB),128416,128416,2985,2985
Paraná (PR),198744,198744,4921,4921
Pernambuco (PE),155923,155923,8480,8480
Piauí (PI),106200,105838,2286,2278
Rio de Janeiro (RJ),289569,289569,19715,19715
Rio Grande do Norte (RN),77155,76849,2560,2551
Rio Grande do Sul (RS),222692,222692,5342,5342
Rondônia (RO),68907,68907,1421,1421
Roraima (RR),54181,54019,681,681
Santa Catarina (SC),234765,234765,2966,2966
São Paulo (SP),1062634,1062634,37992,37992
Sergipe (SE),81119,81119,2129,2129
Tocantins (TO),72594,72571,1044,1042
TOTAL,5226341,5224362,153756,153675
