https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),19625,19625,531,531
Alagoas (AL),59725,59725,1567,1567
Amapá (AP),36468,36468,565,565
Amazonas (AM),100940,100940,3268,3268
Bahia (BA),166154,166154,3463,3463
Ceará (CE),174662,173882,7692,7668
Distrito Federal(DF),106292,106292,1469,1469
Espírito Santo (ES),83292,83292,2545,2545
Goiás (GO),69250,67941,1677,1656
Maranhão (MA),120661,120661,3013,3013
Mato Grosso (MT),52078,51865,1842,1819
Mato Grosso do Sul (MS),24936,24936,376,376
Minas Gerais (MG),127106,127106,2769,2769
Pará (PA),156053,154685,5750,5728
Paraíba (PB),82794,82794,1811,1811
Paraná (PR),76112,76112,1920,1920
Pernambuco (PE),95005,95005,6557,6557
Piauí (PI),52458,51477,1354,1329
Rio de Janeiro (RJ),165495,165495,13477,13477
Rio Grande do Norte (RN),50563,50416,1783,1777
Rio Grande do Sul (RS),66692,66692,1876,1876
Rondônia (RO),38992,38992,872,872
Roraima (RR),32723,32016,513,505
Santa Catarina (SC),84073,84073,1102,1102
São Paulo (SP),542304,542304,22997,22997
Sergipe (SE),58713,58713,1434,1434
Tocantins (TO),24824,24824,381,381
TOTAL,2667990,2662485,92604,92475
