https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),24462,24462,608,608
Alagoas (AL),78174,78174,1861,1861
Amapá (AP),42625,42625,657,657
Amazonas (AM),118844,118844,3629,3629
Bahia (BA),250977,250977,5243,5243
Ceará (CE),213238,212484,8380,8376
Distrito Federal(DF),158180,158180,2440,2440
Espírito Santo (ES),109493,109493,3117,3117
Goiás (GO),130208,128965,3044,3003
Maranhão (MA),150144,150144,3412,3412
Mato Grosso (MT),90135,89140,2739,2677
Mato Grosso do Sul (MS),48023,47152,840,823
Minas Gerais (MG),209465,209465,5167,5167
Pará (PA),198246,196874,6109,6106
Paraíba (PB),104803,104803,2404,2404
Paraná (PR),126964,126964,3194,3194
Pernambuco (PE),123146,123146,7512,7512
Piauí (PI),76916,76033,1804,1785
Rio de Janeiro (RJ),219198,219198,15859,15859
Rio Grande do Norte (RN),61704,61219,2248,2234
Rio Grande do Sul (RS),120739,120739,3323,3323
Rondônia (RO),54205,54205,1114,1114
Roraima (RR),43299,42997,587,587
Santa Catarina (SC),141692,141692,2193,2193
São Paulo (SP),796209,796209,29694,29694
Sergipe (SE),72039,72039,1837,1837
Tocantins (TO),49651,48580,658,649
TOTAL,3812779,3804803,119673,119504
